Timestamp,Mode,Facing,Posture Status,Head Tilt,Confidence Score
2025-07-12 16:00:39,front,front,Detecting moderate... (1.9s),0.008281707763671875,4
2025-07-12 16:00:39,front,front,Detecting moderate... (1.9s),0.008562088012695312,4
2025-07-12 16:00:39,front,front,Detecting moderate... (1.8s),0.009279042482376099,4
2025-07-12 16:00:39,front,front,Detecting moderate... (1.7s),0.00955730676651001,4
2025-07-12 16:00:39,front,front,Detecting moderate... (1.7s),0.00949162244796753,4
2025-07-12 16:00:39,front,front,Detecting moderate... (1.6s),0.00926220417022705,4
2025-07-12 16:00:40,front,front,Detecting moderate... (1.5s),0.009160488843917847,4
2025-07-12 16:00:40,front,front,Detecting moderate... (1.5s),0.009011834859848022,4
2025-07-12 16:00:40,front,front,Detecting moderate... (1.4s),0.008578777313232422,4
2025-07-12 16:00:40,front,front,Detecting moderate... (1.4s),0.008540451526641846,4
2025-07-12 16:00:40,front,front,Detecting moderate... (1.3s),0.008165895938873291,4
2025-07-12 16:00:40,front,front,Detecting moderate... (1.2s),0.008169382810592651,2
2025-07-12 16:00:40,front,front,Detecting moderate... (1.2s),0.00816240906715393,3
2025-07-12 16:00:40,front,front,Detecting moderate... (1.1s),0.008399039506912231,4
2025-07-12 16:00:40,front,front,Detecting moderate... (1.0s),0.008423656225204468,2
2025-07-12 16:00:40,front,front,Detecting moderate... (1.0s),0.008437931537628174,2
2025-07-12 16:00:40,front,front,Detecting moderate... (0.9s),0.008443892002105713,2
2025-07-12 16:00:40,front,front,Detecting moderate... (0.9s),0.008492231369018555,2
2025-07-12 16:00:40,front,front,Detecting moderate... (0.9s),0.008576899766921997,2
2025-07-12 16:00:40,front,front,Detecting moderate... (0.8s),0.008570164442062378,2
2025-07-12 16:00:40,front,front,Detecting moderate... (0.8s),0.008452564477920532,4
2025-07-12 16:00:40,front,front,Detecting moderate... (0.7s),0.008479028940200806,4
2025-07-12 16:00:40,front,front,Detecting moderate... (0.6s),0.008516937494277954,2
2025-07-12 16:00:40,front,front,Detecting moderate... (0.6s),0.00851699709892273,2
2025-07-12 16:00:40,front,front,Detecting moderate... (0.6s),0.008519202470779419,2
2025-07-12 16:00:41,front,front,Detecting moderate... (0.5s),0.008634507656097412,2
2025-07-12 16:00:41,front,front,Detecting moderate... (0.4s),0.008778423070907593,2
2025-07-12 16:00:41,front,front,Detecting moderate... (0.4s),0.008963137865066528,4
2025-07-12 16:00:41,front,front,Detecting moderate... (0.4s),0.009045600891113281,4
2025-07-12 16:00:41,front,front,Detecting moderate... (0.3s),0.00923958420753479,4
2025-07-12 16:00:41,front,front,Detecting moderate... (0.2s),0.009384214878082275,4
2025-07-12 16:00:41,front,front,Detecting moderate... (0.2s),0.009375900030136108,2
2025-07-12 16:00:41,front,front,Detecting moderate... (0.2s),0.009443134069442749,2
2025-07-12 16:00:41,front,front,Detecting moderate... (0.1s),0.009474724531173706,4
2025-07-12 16:00:41,front,front,Detecting moderate... (0.1s),0.00951036810874939,2
2025-07-12 16:00:41,front,front,Detecting moderate... (0.1s),0.009483039379119873,2
2025-07-12 16:00:41,front,front,Detecting moderate... (0.0s),0.009565949440002441,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.00953856110572815,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.009544789791107178,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.009533137083053589,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.00956428050994873,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.00961807370185852,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.009643733501434326,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.009695559740066528,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.009721994400024414,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.00971260666847229,2
2025-07-12 16:00:41,front,front,Moderately Bad Posture,0.009715855121612549,2
2025-07-12 16:00:42,front,front,Moderately Bad Posture,0.009809732437133789,2
